,uuid,KEY,City,Site,Sex_HH,DrinkingWaterGroup,DrinkingWater_Private,DrinkingWater_Public,DrinkingWaterDist,DrinkingWaterLocation,DrinkingWater_PublicSpec,DrinkingWater_PublicVendor,DrinkingWaterAvailability,ObsHandWashPLACE,ObsHandWashSOAP,ObsHandWashWATER,ToiletFacility,ToiletFacilityTYPE,ToiletFacilityTYPE_Dry,ToiletFacilityTYPE_Flush,ToiletFacilitySHARE,ToiletROOF,ToiletFacilityCLEAN,ToiletFacilitySAFE,HHITEMS/Computer,HHITEMS/Electricity,HHITEMS/Internet,HHITEMS/Oven,HHITEMS/Radio,HHITEMS/Refrigerator,HHITEMS/Smartphone,HHITEMS/Television,HHITEMS/Noitems,HHITEMS/NA,HHMATERIALS,HHEXTWALLS,HHROOF,HHFLOOR,HHROOMS,HHCOOKING,StreetFood
319,51e3d6c74bba45febd33457e11a9b459,uuid:e229117b-bd22-4257-9ade-39e9c7cce6cc,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,DryOrCompost,Dry_ImprSlab,,Y,N,Dirty,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,2,Outdoors,5_Or_More
320,51e3d6c74bba45febd33457e11a9b459,uuid:d29add79-a46d-4550-9609-2136bfd28ae6,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,House,2_4
321,51e3d6c74bba45febd33457e11a9b459,uuid:09f0ef62-ab8b-481d-9666-268f4d1b88cb,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,CeramicTiles,Cement,2,House,2_4
322,51e3d6c74bba45febd33457e11a9b459,uuid:b8fbf796-d5b0-432e-904b-d1ff5fe198f0,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,During_Day,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,5_Or_More
323,51e3d6c74bba45febd33457e11a9b459,uuid:028f0b3f-de8e-4e9e-a66b-9de4171dcafd,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,1,1,0,1,0,0,Y,Covered_adobe,CementFiber,Ceramic,3,House,5_Or_More
324,51e3d6c74bba45febd33457e11a9b459,uuid:6c59b475-52d7-41ca-be81-4428a8f2018a,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,5_Or_More
325,51e3d6c74bba45febd33457e11a9b459,uuid:e55565a4-9f6c-4fda-b9f0-3358b21421f9,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,Y,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_YardPlot,Flush,,Flush_piped,N,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,2,Other,
326,51e3d6c74bba45febd33457e11a9b459,uuid:0b29648a-8a11-4803-864e-5f3d911758b9,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,Dirty,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Other,5_Or_More
327,51e3d6c74bba45febd33457e11a9b459,uuid:b66c4cc1-7229-4989-a504-6342049f8ce1,Abidjan,Williamsville,F,Private,Piped_neigh,,1.0,Indicated,,,Y,Obs_Mobile,None,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,House,0_1
328,51e3d6c74bba45febd33457e11a9b459,uuid:24f6506d-162f-4929-a76f-9465bd3e9a02,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,Outdoors,5_Or_More
329,51e3d6c74bba45febd33457e11a9b459,uuid:1be6a00c-c946-4d8f-a389-aec17a6965a3,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Dirty,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,5_Or_More
330,51e3d6c74bba45febd33457e11a9b459,uuid:f0fd56e7-e4a6-4cde-8531-667c38a39a9b,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Neighb_Dwelling,DryOrCompost,Dry_ImprSlab,,Y,N,Dirty,During_Day,0,1,0,0,0,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,1,Outdoors,5_Or_More
331,51e3d6c74bba45febd33457e11a9b459,uuid:7fff6b73-4630-4621-b2a3-00ac29726a94,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,2_4
332,51e3d6c74bba45febd33457e11a9b459,uuid:6fff1383-0e24-41aa-9254-154c790488ba,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,0,0,0,Y,Covered_adobe,Metal,Cement,1,House,2_4
333,51e3d6c74bba45febd33457e11a9b459,uuid:ff56d35b-4bcd-4a8d-b9d3-1b0e42eef104,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,Outdoors,2_4
334,51e3d6c74bba45febd33457e11a9b459,uuid:b4ce9ec3-cd89-460f-8bb1-fd1727ea035a,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,Y,Clean,During_Day,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,5_Or_More
335,51e3d6c74bba45febd33457e11a9b459,uuid:f1bf485b-d66b-4766-bc85-ccd57f4125b0,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_OK,Own_YardPlot,DryOrCompost,Dry_VIP,,Y,N,V_Dirty,During_Day,0,1,1,0,1,1,1,1,0,0,Y,Planks_Shingles,Rustic_toles_fibr,Cement,3,House,2_4
336,51e3d6c74bba45febd33457e11a9b459,uuid:4e49693c-6595-4ab3-bd54-a290c1d77cd1,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,Clean,Any_time,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,House,0_1
337,51e3d6c74bba45febd33457e11a9b459,uuid:c64d4e37-c7e0-4a1b-8b3d-1889650b6d0c,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,Y,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Ceramic,2,House,2_4
338,51e3d6c74bba45febd33457e11a9b459,uuid:cfbbf48d-a84a-40b1-9acf-4f7e137155c4,Abidjan,Williamsville,M,Public,,Vendor,15.0,,,Vendor_Cart,N,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,2,House,2_4
339,51e3d6c74bba45febd33457e11a9b459,uuid:e7f8358b-95b1-4d10-bc55-5b626fafe583,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,5_Or_More
340,51e3d6c74bba45febd33457e11a9b459,uuid:4478ec3b-1427-4af6-ac13-ca2aee928c2c,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_YardPlot,Flush,,Flush_coveredPit,Y,Y,V_Clean,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,Outdoors,2_4
341,51e3d6c74bba45febd33457e11a9b459,uuid:66d707f4-45c9-4b93-b918-6bb6e6edbeb0,Abidjan,Williamsville,M,Private,Piped_neigh,,1.0,Indicated,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,During_Day,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,House,2_4
342,51e3d6c74bba45febd33457e11a9b459,uuid:6b779d83-e91c-465e-bb56-519bfe9e18ac,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_OK,Own_YardPlot,DryOrCompost,Dry_ImprSlab,,Y,Y,Clean,During_Day,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,1,Outdoors,2_4
343,51e3d6c74bba45febd33457e11a9b459,uuid:18cdb363-7f88-4bc8-a23e-ddaf88ab4381,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Ceramic,2,House,2_4
344,51e3d6c74bba45febd33457e11a9b459,uuid:8dd12d17-4eba-4fd3-a7b5-f38a458b75fd,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_coveredPit,N,Y,,,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,Outdoors,2_4
345,51e3d6c74bba45febd33457e11a9b459,uuid:8928fabb-8776-4814-9800-f72da94d4735,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_coveredPit,N,Y,,,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,House,5_Or_More
346,51e3d6c74bba45febd33457e11a9b459,uuid:4e60c51f-1225-4e75-8d60-4e6fb25b70c1,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,1,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,CementFiber,Ceramic,3,House,0_1
347,51e3d6c74bba45febd33457e11a9b459,uuid:c8dcc0f2-372f-491f-b77f-8df3ef2f68bf,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0,1,1,0,0,0,1,0,0,0,Y,Stone_mud,Metal,Cement,2,House,2_4
348,51e3d6c74bba45febd33457e11a9b459,uuid:9cef1471-1b72-4960-8993-d3f5306f17fd,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,Metal,Ceramic,2,House,2_4
349,51e3d6c74bba45febd33457e11a9b459,uuid:811d0b7f-682d-4801-a50e-30c362110cdf,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,House,5_Or_More
350,51e3d6c74bba45febd33457e11a9b459,uuid:c6270b55-ec8b-4661-81bc-98a3ecd47f3a,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Metal,Ceramic,3,House,2_4
351,51e3d6c74bba45febd33457e11a9b459,uuid:f0db56cb-1d91-44c2-bbf9-a4c309806005,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Dirty,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,0_1
352,51e3d6c74bba45febd33457e11a9b459,uuid:7d2efe74-edc5-411d-8530-b59938c422e7,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0,1,1,1,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,Outdoors,0_1
353,51e3d6c74bba45febd33457e11a9b459,uuid:6ddadab6-af1c-4ff9-a69e-5b9497befd40,Abidjan,Williamsville,M,Public,,Other,3.0,Indicated,,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,CeramicTiles,Cement,1,House,0_1
354,51e3d6c74bba45febd33457e11a9b459,uuid:05504633-0d1c-4e2a-8388-58fff77e98ad,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,0,1,0,0,1,0,1,1,0,0,Y,Planks_Shingles,Metal,Cement,1,House,2_4
355,51e3d6c74bba45febd33457e11a9b459,uuid:eaac055e-de40-4fc2-8ba7-95bd4c5a6045,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,CementFiber,Ceramic,2,House,5_Or_More
356,51e3d6c74bba45febd33457e11a9b459,uuid:03916134-8c1d-49dc-974c-2c5f068f3b59,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0,1,1,0,0,1,1,1,0,0,Y,Covered_adobe,Metal,Ceramic,2,House,0_1
357,51e3d6c74bba45febd33457e11a9b459,uuid:572f9c30-72b4-4575-9d5a-5ecef3365cd6,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,V_Dirty,During_Day,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,2,Outdoors,2_4
358,51e3d6c74bba45febd33457e11a9b459,uuid:c912a735-275b-48ad-aa3e-1883ca6e1806,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,House,2_4
359,51e3d6c74bba45febd33457e11a9b459,uuid:0c443951-9e4d-4ee4-9691-822fb797696e,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_NA,Y,Y,Clean,Any_time,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Ceramic,1,Outdoors,0_1
360,51e3d6c74bba45febd33457e11a9b459,uuid:0d47b00d-f2eb-4908-8d65-9ba19ef2df49,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,N,Dirty,Any_time,0,1,0,0,0,0,0,1,0,0,Y,Covered_adobe,Metal,Ceramic,1,Outdoors,0_1
361,51e3d6c74bba45febd33457e11a9b459,uuid:822abd90-fb4d-4120-900c-d81336cd18c4,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,Y,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,N,V_Dirty,During_Day,0,1,1,0,1,0,1,0,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,1,Outdoors,5_Or_More
362,51e3d6c74bba45febd33457e11a9b459,uuid:762c01e7-c0da-471a-b910-cee522bf1171,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,Clean,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,0_1
363,51e3d6c74bba45febd33457e11a9b459,uuid:2a1bcb58-b55f-4356-9b53-50e3a79d3639,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,V_Dirty,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,5_Or_More
364,51e3d6c74bba45febd33457e11a9b459,uuid:bdafb3c2-73c4-4505-9f8f-3aa6aac4ab3c,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Neighb_YardPlot,DryOrCompost,Dry_ImprSlab,,Y,Y,Clean,During_Day,0,1,0,0,0,0,1,0,0,0,Y,Stone_mud,Rustic_toles_fibr,Cement,1,Outdoors,5_Or_More
365,51e3d6c74bba45febd33457e11a9b459,uuid:09afc660-cfbb-4eae-a68a-d61e29d8179e,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,Y,Clean,Any_time,0,1,0,0,0,0,0,1,0,0,Y,Covered_adobe,CeramicTiles,Cement,1,House,2_4
366,51e3d6c74bba45febd33457e11a9b459,uuid:24a06881-5acf-49a1-bb6e-bcdf03c0a9db,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Ceramic,3,Outdoors,2_4
367,51e3d6c74bba45febd33457e11a9b459,uuid:2daf1ead-d2aa-4c39-bbb5-03c440e04842,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_YardPlot,Flush,,Flush_river,Y,Y,V_Clean,Any_time,1,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,1,Outdoors,0_1
368,51e3d6c74bba45febd33457e11a9b459,uuid:746b8a8d-39c1-4274-a379-c91f56dcfb2a,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,2_4
369,51e3d6c74bba45febd33457e11a9b459,uuid:52072844-a9dc-46b9-bce0-148a077dddac,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_piped,N,Y,Dirty,Any_time,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,Outdoors,0_1
370,51e3d6c74bba45febd33457e11a9b459,uuid:56fb0953-0755-44b6-85de-b3386798b024,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,1,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,3,House,2_4
371,51e3d6c74bba45febd33457e11a9b459,uuid:ad90c6b5-55a7-4c87-ab3a-0439bc161a1d,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,House,5_Or_More
372,51e3d6c74bba45febd33457e11a9b459,uuid:e4a2ab0c-5a05-4636-b8b2-1d5953d154c4,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_other,N,Y,,,0,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,House,2_4
373,51e3d6c74bba45febd33457e11a9b459,uuid:cecefbe3-8ddc-48a2-9314-0f2ab5267114,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,Flush,,Flush_piped,Y,N,Clean,Unsafe,1,1,1,0,1,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,1,Outdoors,2_4
374,51e3d6c74bba45febd33457e11a9b459,uuid:5e066bdf-fba1-4b11-94de-728c4160e653,Abidjan,Williamsville,F,Private,Piped_neigh,,1.0,Indicated,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,House,5_Or_More
375,51e3d6c74bba45febd33457e11a9b459,uuid:040b653d-a068-4e6f-bffa-3bde572146c9,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,DryOrCompost,Dry_ImprSlab,,Y,Y,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CeramicTiles,Cement,1,House,2_4
376,51e3d6c74bba45febd33457e11a9b459,uuid:6bfc6269-66df-4701-8261-a7e01b927667,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Neighb_YardPlot,DryOrCompost,Dry_ImprSlab,,Y,N,Dirty,During_Day,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,1,Outdoors,5_Or_More
377,51e3d6c74bba45febd33457e11a9b459,uuid:766c39db-2d4b-4ef6-9455-53fe0dabfe2e,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,Y,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,0,0,0,0,0,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,2_4
378,51e3d6c74bba45febd33457e11a9b459,uuid:1c3c1c00-f21f-4c36-929a-0f0f7e08899e,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,5_Or_More
379,51e3d6c74bba45febd33457e11a9b459,uuid:d127e419-6697-4f1a-9f9e-90296af71943,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0,1,0,1,0,1,0,1,0,0,Y,Covered_adobe,Metal,Cement,2,House,0_1
380,51e3d6c74bba45febd33457e11a9b459,uuid:28450c41-2627-4e15-9912-acb3cb99ec37,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,Y,Clean,Any_time,0,1,0,0,0,0,1,1,0,0,Y,Covered_adobe,CementFiber,Cement,1,Outdoors,0_1
381,51e3d6c74bba45febd33457e11a9b459,uuid:92403a62-246e-43a4-b964-4e0bde3b8222,Abidjan,Williamsville,F,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,1,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,Rustic_toles_fibr,Cement,2,House,2_4
382,51e3d6c74bba45febd33457e11a9b459,uuid:022d95e4-7c52-44ae-a5e7-0266a807bab5,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,Outdoors,5_Or_More
383,51e3d6c74bba45febd33457e11a9b459,uuid:ec38db3c-83f8-48c5-87fe-a7a2ac140be2,Abidjan,Williamsville,F,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,1,1,1,1,0,0,Y,Covered_adobe,Metal,Cement,2,Outdoors,5_Or_More
384,51e3d6c74bba45febd33457e11a9b459,uuid:fe074e5f-d342-4dc6-beb0-b1f49d17ebbf,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,N,Clean,During_Day,0,1,1,0,0,1,1,1,0,0,Y,Planks_Shingles,Rustic_plastic,Cement,1,Outdoors,2_4
385,51e3d6c74bba45febd33457e11a9b459,uuid:34604452-20ed-48aa-bd0b-a7d70fd2be00,Abidjan,Williamsville,M,Private,Piped_dwel,,,,,,N,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,N,Clean,Any_time,0,1,1,0,0,0,1,1,0,0,Y,Covered_adobe,CeramicTiles,Cement,1,House,2_4
386,51e3d6c74bba45febd33457e11a9b459,uuid:b9581870-9276-426e-8735-9f0e703fd7d9,Abidjan,Williamsville,M,Private,Piped_yard,,,,,,N,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_YardPlot,Flush,,Flush_river,Y,Y,Clean,Any_time,0,1,0,0,0,0,0,1,0,0,Y,Covered_adobe,CementFiber,Cement,2,Outdoors,0_1
